Gene_ID,Ensembl_ID,Gene_Name,Gene_Biotype,Gene_Length
ENSG00000224340_AL590639.1,ENSG00000224340,AL590639.1,processed_pseudogene,337
ENSG00000233623_PGAM1P11,ENSG00000233623,PGAM1P11,processed_pseudogene,978
ENSG00000201746_RNU6-828P,ENSG00000201746,RNU6-828P,snRNA,107
ENSG00000054523_KIF1B,ENSG00000054523,KIF1B,protein_coding,170799
ENSG00000264881_MIR1273D,ENSG00000264881,MIR1273D,miRNA,86
ENSG00000199562_RNU6-37P,ENSG00000199562,RNU6-37P,snRNA,107
ENSG00000264501_RN7SL731P,ENSG00000264501,RN7SL731P,misc_RNA,293
ENSG00000284735_AL139424.3,ENSG00000284735,AL139424.3,lincRNA,5245
ENSG00000284642_AL139424.2,ENSG00000284642,AL139424.2,lincRNA,2017
ENSG00000142657_PGD,ENSG00000142657,PGD,protein_coding,21553
ENSG00000271989_AL139424.1,ENSG00000271989,AL139424.1,antisense,797
ENSG00000251503_CENPS-CORT,ENSG00000251503,CENPS-CORT,protein_coding,22052
ENSG00000175279_CENPS,ENSG00000175279,CENPS,protein_coding,12367
ENSG00000241563_CORT,ENSG00000241563,CORT,protein_coding,2184
ENSG00000160049_DFFA,ENSG00000160049,DFFA,protein_coding,16005
ENSG00000203469_AL354956.1,ENSG00000203469,AL354956.1,antisense,784
ENSG00000142655_PEX14,ENSG00000142655,PEX14,protein_coding,158471
ENSG00000243267_RN7SL614P,ENSG00000243267,RN7SL614P,misc_RNA,280
ENSG00000130940_CASZ1,ENSG00000130940,CASZ1,protein_coding,160047
ENSG00000272078_AL139423.1,ENSG00000272078,AL139423.1,antisense,15093
ENSG00000225158_HSPE1P24,ENSG00000225158,HSPE1P24,processed_pseudogene,238
ENSG00000175262_C1orf127,ENSG00000175262,C1orf127,protein_coding,35567
ENSG00000215785_CFL1P6,ENSG00000215785,CFL1P6,processed_pseudogene,820
ENSG00000120948_TARDBP,ENSG00000120948,TARDBP,protein_coding,14077
ENSG00000277726_AL109811.4,ENSG00000277726,AL109811.4,protein_coding,17867
ENSG00000009724_MASP2,ENSG00000009724,MASP2,protein_coding,20711
ENSG00000271895_AL109811.3,ENSG00000271895,AL109811.3,antisense,870
ENSG00000116649_SRM,ENSG00000116649,SRM,protein_coding,5441
ENSG00000171824_EXOSC10,ENSG00000171824,EXOSC10,protein_coding,33264
ENSG00000226849_AL109811.1,ENSG00000226849,AL109811.1,antisense,4627
ENSG00000230337_AL109811.2,ENSG00000230337,AL109811.2,antisense,2426
ENSG00000198793_MTOR,ENSG00000198793,MTOR,protein_coding,155973
ENSG00000225602_MTOR-AS1,ENSG00000225602,MTOR-AS1,antisense,5640
ENSG00000253086_RNU6-537P,ENSG00000253086,RNU6-537P,snRNA,103
ENSG00000171819_ANGPTL7,ENSG00000171819,ANGPTL7,protein_coding,6641
ENSG00000207451_RNU6-291P,ENSG00000207451,RNU6-291P,snRNA,107
ENSG00000238173_RPL39P6,ENSG00000238173,RPL39P6,processed_pseudogene,150
ENSG00000120942_UBIAD1,ENSG00000120942,UBIAD1,protein_coding,22844
ENSG00000238199_UBE2V2P3,ENSG00000238199,UBE2V2P3,processed_pseudogene,736
ENSG00000284646_AL031291.1,ENSG00000284646,AL031291.1,lincRNA,7360
ENSG00000224338_MTCYBP45,ENSG00000224338,MTCYBP45,processed_pseudogene,565
ENSG00000204624_DISP3,ENSG00000204624,DISP3,protein_coding,58419
ENSG00000285833_AL590989.1,ENSG00000285833,AL590989.1,antisense,1214
ENSG00000235643_LINC01647,ENSG00000235643,LINC01647,lincRNA,3825
ENSG00000284708_AL031731.1,ENSG00000284708,AL031731.1,antisense,19859
ENSG00000116661_FBXO2,ENSG00000116661,FBXO2,protein_coding,18768
ENSG00000132879_FBXO44,ENSG00000132879,FBXO44,protein_coding,8953
ENSG00000116663_FBXO6,ENSG00000116663,FBXO6,protein_coding,10231
ENSG00000116670_MAD2L2,ENSG00000116670,MAD2L2,protein_coding,17171
ENSG00000162490_DRAXIN,ENSG00000162490,DRAXIN,protein_coding,34129
ENSG00000177674_AGTRAP,ENSG00000177674,AGTRAP,protein_coding,18719
ENSG00000215910_C1orf167,ENSG00000215910,C1orf167,protein_coding,27799
ENSG00000177553_AL953897.1,ENSG00000177553,AL953897.1,antisense,2543
ENSG00000177000_MTHFR,ENSG00000177000,MTHFR,protein_coding,21198
ENSG00000011021_CLCN6,ENSG00000011021,CLCN6,protein_coding,41984
ENSG00000276470_RF02156,ENSG00000276470,RF02156,misc_RNA,173
ENSG00000278852_RF02157,ENSG00000278852,RF02157,misc_RNA,149
ENSG00000175206_NPPA,ENSG00000175206,NPPA,protein_coding,2637
ENSG00000275915_RF02158,ENSG00000275915,RF02158,misc_RNA,108
ENSG00000120937_NPPB,ENSG00000120937,NPPB,protein_coding,1468
ENSG00000224904_AL021155.1,ENSG00000224904,AL021155.1,processed_pseudogene,2637
ENSG00000285646_AL021155.2,ENSG00000285646,AL021155.2,lincRNA,5086
ENSG00000199347_RNU5E-1,ENSG00000199347,RNU5E-1,snRNA,120
ENSG00000201801_RNU5E-4P,ENSG00000201801,RNU5E-4P,snRNA,120
ENSG00000116685_KIAA2013,ENSG00000116685,KIAA2013,protein_coding,6838
ENSG00000083444_PLOD1,ENSG00000083444,PLOD1,protein_coding,41334
ENSG00000116688_MFN2,ENSG00000116688,MFN2,protein_coding,33334
ENSG00000270914_AL096840.1,ENSG00000270914,AL096840.1,processed_pseudogene,93
ENSG00000116691_MIIP,ENSG00000116691,MIIP,protein_coding,12580
ENSG00000202461_RF00019,ENSG00000202461,RF00019,misc_RNA,113
ENSG00000276869_MIR6729,ENSG00000276869,MIR6729,miRNA,65
ENSG00000243539_RN7SL649P,ENSG00000243539,RN7SL649P,misc_RNA,275
ENSG00000120949_TNFRSF8,ENSG00000120949,TNFRSF8,protein_coding,80831
ENSG00000201135_RNU6-777P,ENSG00000201135,RNU6-777P,snRNA,104
ENSG00000227875_RPL23AP89,ENSG00000227875,RPL23AP89,processed_pseudogene,255
ENSG00000285604_AL357835.1,ENSG00000285604,AL357835.1,antisense,3824
ENSG00000283789_MIR7846,ENSG00000283789,MIR7846,miRNA,96
ENSG00000028137_TNFRSF1B,ENSG00000028137,TNFRSF1B,protein_coding,42226
ENSG00000263676_MIR4632,ENSG00000263676,MIR4632,miRNA,61
ENSG00000225196_RPL10P17,ENSG00000225196,RPL10P17,processed_pseudogene,316
ENSG00000252969_RF00156,ENSG00000252969,RF00156,snoRNA,124
ENSG00000048707_VPS13D,ENSG00000048707,VPS13D,protein_coding,282018
ENSG00000239149_SNORA59A,ENSG00000239149,SNORA59A,snoRNA,152
ENSG00000229484_AC243836.1,ENSG00000229484,AC243836.1,lincRNA,697
ENSG00000162496_DHRS3,ENSG00000162496,DHRS3,protein_coding,49822
ENSG00000221340_RNU6ATAC18P,ENSG00000221340,RNU6ATAC18P,snRNA,101
ENSG00000276830_MIR6730,ENSG00000276830,MIR6730,miRNA,67
ENSG00000272482_AC254633.1,ENSG00000272482,AC254633.1,lincRNA,345
ENSG00000204518_AADACL4,ENSG00000204518,AADACL4,protein_coding,22540
ENSG00000226166_AC244670.1,ENSG00000226166,AC244670.1,processed_pseudogene,112
ENSG00000188984_AADACL3,ENSG00000188984,AADACL3,protein_coding,12645
ENSG00000157330_C1orf158,ENSG00000157330,C1orf158,protein_coding,17485
ENSG00000116726_PRAMEF12,ENSG00000116726,PRAMEF12,protein_coding,3066
ENSG00000116721_PRAMEF1,ENSG00000116721,PRAMEF1,protein_coding,5232
ENSG00000228338_LINC01784,ENSG00000228338,LINC01784,lincRNA,474
ENSG00000239810_PRAMEF11,ENSG00000239810,PRAMEF11,protein_coding,6806
ENSG00000231103_PRAMEF30P,ENSG00000231103,PRAMEF30P,unprocessed_pseudogene,3233
ENSG00000179172_HNRNPCL1,ENSG00000179172,HNRNPCL1,protein_coding,1318
ENSG00000120952_PRAMEF2,ENSG00000120952,PRAMEF2,protein_coding,4824
ENSG00000243073_PRAMEF4,ENSG00000243073,PRAMEF4,protein_coding,6978
ENSG00000187545_PRAMEF10,ENSG00000187545,PRAMEF10,protein_coding,5375
ENSG00000204510_PRAMEF7,ENSG00000204510,PRAMEF7,protein_coding,3873
ENSG00000207434_RNU6-1072P,ENSG00000207434,RNU6-1072P,snRNA,107
ENSG00000234064_PRAMEF29P,ENSG00000234064,PRAMEF29P,unprocessed_pseudogene,2092
ENSG00000232423_PRAMEF6,ENSG00000232423,PRAMEF6,protein_coding,9109
ENSG00000274178_PRAMEF28P,ENSG00000274178,PRAMEF28P,unprocessed_pseudogene,2792
ENSG00000274764_PRAMEF27,ENSG00000274764,PRAMEF27,protein_coding,7016
ENSG00000277058_HNRNPCL3,ENSG00000277058,HNRNPCL3,protein_coding,1361
ENSG00000229571_PRAMEF25,ENSG00000229571,PRAMEF25,protein_coding,9208
ENSG00000277862_PRAMEF34P,ENSG00000277862,PRAMEF34P,unprocessed_pseudogene,2793
ENSG00000236179_PRAMEF35P,ENSG00000236179,PRAMEF35P,unprocessed_pseudogene,1287
ENSG00000275774_HNRNPCL2,ENSG00000275774,HNRNPCL2,protein_coding,1359
ENSG00000229978_PRAMEF36P,ENSG00000229978,PRAMEF36P,transcribed_unprocessed_pseudogene,2798
ENSG00000233336_AC245056.1,ENSG00000233336,AC245056.1,lincRNA,480
ENSG00000280267_PRAMEF26,ENSG00000280267,PRAMEF26,protein_coding,7057
ENSG00000179412_HNRNPCL4,ENSG00000179412,HNRNPCL4,protein_coding,882
ENSG00000204505_PRAMEF9,ENSG00000204505,PRAMEF9,protein_coding,7010
ENSG00000279169_PRAMEF13,ENSG00000279169,PRAMEF13,protein_coding,5080
ENSG00000279804_PRAMEF18,ENSG00000279804,PRAMEF18,protein_coding,3402
ENSG00000250894_PRAMEF31P,ENSG00000250894,PRAMEF31P,unprocessed_pseudogene,2790
ENSG00000270601_PRAMEF5,ENSG00000270601,PRAMEF5,protein_coding,9103
ENSG00000231219_PRAMEF32P,ENSG00000231219,PRAMEF32P,unprocessed_pseudogene,2089
ENSG00000207511_RNU6-771P,ENSG00000207511,RNU6-771P,snRNA,107
ENSG00000182330_PRAMEF8,ENSG00000182330,PRAMEF8,protein_coding,4140
ENSG00000237700_PRAMEF33,ENSG00000237700,PRAMEF33,protein_coding,5369
ENSG00000204501_PRAMEF15,ENSG00000204501,PRAMEF15,protein_coding,7018
ENSG00000228229_AC243961.1,ENSG00000228229,AC243961.1,lincRNA,480
ENSG00000204481_PRAMEF14,ENSG00000204481,PRAMEF14,protein_coding,5101
ENSG00000204480_PRAMEF19,ENSG00000204480,PRAMEF19,protein_coding,2834
ENSG00000204479_PRAMEF17,ENSG00000204479,PRAMEF17,protein_coding,2998
ENSG00000204478_PRAMEF20,ENSG00000204478,PRAMEF20,protein_coding,10879
ENSG00000162494_LRRC38,ENSG00000162494,LRRC38,protein_coding,39072
ENSG00000259961_AL354712.1,ENSG00000259961,AL354712.1,antisense,3051
ENSG00000215909_BRWD1P1,ENSG00000215909,BRWD1P1,processed_pseudogene,694
ENSG00000162493_PDPN,ENSG00000162493,PDPN,protein_coding,34493
ENSG00000222952_RNA5SP41,ENSG00000222952,RNA5SP41,rRNA_pseudogene,101
ENSG00000237445_AL359771.1,ENSG00000237445,AL359771.1,lincRNA,2600
ENSG00000253085_RF00564,ENSG00000253085,RF00564,scaRNA,130
ENSG00000116731_PRDM2,ENSG00000116731,PRDM2,protein_coding,124882
ENSG00000189337_KAZN,ENSG00000189337,KAZN,protein_coding,1225252
ENSG00000252151_RNU6-1265P,ENSG00000252151,RNU6-1265P,snRNA,103
ENSG00000231606_AL357873.1,ENSG00000231606,AL357873.1,lincRNA,1228
ENSG00000234593_KAZN-AS1,ENSG00000234593,KAZN-AS1,lincRNA,42621
ENSG00000235829_TBCAP2,ENSG00000235829,TBCAP2,processed_pseudogene,485
ENSG00000175147_TMEM51-AS1,ENSG00000175147,TMEM51-AS1,antisense,41423
ENSG00000171729_TMEM51,ENSG00000171729,TMEM51,protein_coding,67949
ENSG00000204464_C1orf195,ENSG00000204464,C1orf195,lincRNA,6974
ENSG00000215720_AL035405.1,ENSG00000215720,AL035405.1,processed_pseudogene,1018
ENSG00000278480_AL391094.1,ENSG00000278480,AL391094.1,processed_pseudogene,1177
ENSG00000142621_FHAD1,ENSG00000142621,FHAD1,protein_coding,153012
ENSG00000233485_AL031283.2,ENSG00000233485,AL031283.2,antisense,17197
ENSG00000236045_AL031283.3,ENSG00000236045,AL031283.3,antisense,1299
ENSG00000228140_AL031283.1,ENSG00000228140,AL031283.1,lincRNA,6455
ENSG00000142634_EFHD2,ENSG00000142634,EFHD2,protein_coding,20449
ENSG00000162438_CTRC,ENSG00000162438,CTRC,protein_coding,10804
ENSG00000142615_CELA2A,ENSG00000142615,CELA2A,protein_coding,15364
ENSG00000215704_CELA2B,ENSG00000215704,CELA2B,protein_coding,25492
ENSG00000132906_CASP9,ENSG00000132906,CASP9,protein_coding,35703
ENSG00000116138_DNAJC16,ENSG00000116138,DNAJC16,protein_coding,65567
ENSG00000251866_SCARNA21B,ENSG00000251866,SCARNA21B,scaRNA,140
ENSG00000272510_AL121992.3,ENSG00000272510,AL121992.3,antisense,346
ENSG00000116771_AGMAT,ENSG00000116771,AGMAT,protein_coding,12758
ENSG00000237301_AL121992.1,ENSG00000237301,AL121992.1,antisense,17491
ENSG00000235084_CHCHD2P6,ENSG00000235084,CHCHD2P6,processed_pseudogene,447
ENSG00000252417_RNU7-179P,ENSG00000252417,RNU7-179P,snRNA,68
ENSG00000236500_CD24P1,ENSG00000236500,CD24P1,processed_pseudogene,225
ENSG00000197312_DDI2,ENSG00000197312,DDI2,protein_coding,51545
ENSG00000215695_RSC1A1,ENSG00000215695,RSC1A1,protein_coding,1854
ENSG00000271742_AL121992.2,ENSG00000271742,AL121992.2,lincRNA,256
ENSG00000116786_PLEKHM2,ENSG00000116786,PLEKHM2,protein_coding,50438
ENSG00000237938_AL450998.2,ENSG00000237938,AL450998.2,antisense,16585
ENSG00000162461_SLC25A34,ENSG00000162461,SLC25A34,protein_coding,4992
ENSG00000224459_SLC25A34-AS1,ENSG00000224459,SLC25A34-AS1,antisense,9846
ENSG00000162460_TMEM82,ENSG00000162460,TMEM82,protein_coding,5561
ENSG00000162458_FBLIM1,ENSG00000162458,FBLIM1,protein_coding,29988
ENSG00000224321_RPL12P14,ENSG00000224321,RPL12P14,processed_pseudogene,490
ENSG00000233954_UQCRHL,ENSG00000233954,UQCRHL,protein_coding,2180
ENSG00000178715_AL450998.1,ENSG00000178715,AL450998.1,processed_pseudogene,438
ENSG00000179743_FLJ37453,ENSG00000179743,FLJ37453,antisense,13674
ENSG00000065526_SPEN,ENSG00000065526,SPEN,protein_coding,92597
ENSG00000270620_AL034555.1,ENSG00000270620,AL034555.1,unprocessed_pseudogene,211
ENSG00000116809_ZBTB17,ENSG00000116809,ZBTB17,protein_coding,34264
ENSG00000234607_AL355994.4,ENSG00000234607,AL355994.4,processed_pseudogene,563
ENSG00000231353_AL355994.1,ENSG00000231353,AL355994.1,unprocessed_pseudogene,260
ENSG00000275503_AL355994.5,ENSG00000275503,AL355994.5,processed_pseudogene,236
ENSG00000224966_TBC1D3P6,ENSG00000224966,TBC1D3P6,unprocessed_pseudogene,4881
ENSG00000183888_SRARP,ENSG00000183888,SRARP,protein_coding,4572
ENSG00000233078_AL355994.3,ENSG00000233078,AL355994.3,antisense,512
ENSG00000173641_HSPB7,ENSG00000173641,HSPB7,protein_coding,5567
ENSG00000186510_CLCNKA,ENSG00000186510,CLCNKA,protein_coding,15176
ENSG00000232456_AL355994.2,ENSG00000232456,AL355994.2,unprocessed_pseudogene,4852
ENSG00000184908_CLCNKB,ENSG00000184908,CLCNKB,protein_coding,13573
ENSG00000185519_FAM131C,ENSG00000185519,FAM131C,protein_coding,15864
ENSG00000142627_EPHA2,ENSG00000142627,EPHA2,protein_coding,31751
ENSG00000227959_AL451042.2,ENSG00000227959,AL451042.2,antisense,2119
ENSG00000224621_AL451042.1,ENSG00000224621,AL451042.1,antisense,2618
ENSG00000234166_ARHGEF19-AS1,ENSG00000234166,ARHGEF19-AS1,antisense,504
ENSG00000142632_ARHGEF19,ENSG00000142632,ARHGEF19,protein_coding,14756
ENSG00000237276_ANO7L1,ENSG00000237276,ANO7L1,transcribed_unprocessed_pseudogene,12119
ENSG00000132881_CPLANE2,ENSG00000132881,CPLANE2,protein_coding,5463
ENSG00000233929_MT1XP1,ENSG00000233929,MT1XP1,processed_pseudogene,186
ENSG00000037637_FBXO42,ENSG00000037637,FBXO42,protein_coding,105616
ENSG00000055070_SZRD1,ENSG00000055070,SZRD1,protein_coding,45571
ENSG00000226457_RPL22P3,ENSG00000226457,RPL22P3,processed_pseudogene,381
ENSG00000187144_SPATA21,ENSG00000187144,SPATA21,protein_coding,50308
ENSG00000157191_NECAP2,ENSG00000157191,NECAP2,protein_coding,19407
ENSG00000226029_LINC01772,ENSG00000226029,LINC01772,lincRNA,7534
ENSG00000080947_CROCCP3,ENSG00000080947,CROCCP3,transcribed_unprocessed_pseudogene,31822
ENSG00000206652_RNU1-1,ENSG00000206652,RNU1-1,snRNA,164
ENSG00000261135_AL137802.2,ENSG00000261135,AL137802.2,lincRNA,1110
ENSG00000285853_AL137802.3,ENSG00000285853,AL137802.3,lincRNA,6755
ENSG00000224174_AL137802.1,ENSG00000224174,AL137802.1,lincRNA,1103
ENSG00000233421_LINC01783,ENSG00000233421,LINC01783,lincRNA,2287
ENSG00000277344_RNU1-6P,ENSG00000277344,RNU1-6P,snRNA,144
ENSG00000225710_AL355149.1,ENSG00000225710,AL355149.1,unprocessed_pseudogene,3881
ENSG00000219481_NBPF1,ENSG00000219481,NBPF1,protein_coding,51244
ENSG00000271732_AL137798.1,ENSG00000271732,AL137798.1,lincRNA,339
ENSG00000215908_CROCCP2,ENSG00000215908,CROCCP2,transcribed_unprocessed_pseudogene,38980
ENSG00000283773_AL137798.3,ENSG00000283773,AL137798.3,transcribed_unprocessed_pseudogene,343
ENSG00000186301_MST1P2,ENSG00000186301,MST1P2,unprocessed_pseudogene,4668
ENSG00000282143_AL137798.2,ENSG00000282143,AL137798.2,lincRNA,10646
ENSG00000207513_RNU1-3,ENSG00000207513,RNU1-3,snRNA,164
ENSG00000280114_AL021920.2,ENSG00000280114,AL021920.2,unprocessed_pseudogene,7653
ENSG00000236698_EIF1AXP1,ENSG00000236698,EIF1AXP1,processed_pseudogene,435
ENSG00000268869_ESPNP,ENSG00000268869,ESPNP,transcribed_unprocessed_pseudogene,32819
ENSG00000279151_AL021920.1,ENSG00000279151,AL021920.1,lincRNA,4049
ENSG00000282740_AL021920.3,ENSG00000282740,AL021920.3,lincRNA,10652
ENSG00000058453_CROCC,ENSG00000058453,CROCC,protein_coding,232707
ENSG00000227684_CROCCP4,ENSG00000227684,CROCCP4,transcribed_unprocessed_pseudogene,10689
ENSG00000207389_RNU1-4,ENSG00000207389,RNU1-4,snRNA,164
ENSG00000186715_MST1L,ENSG00000186715,MST1L,transcribed_unprocessed_pseudogene,15328
ENSG00000223643_BX284668.1,ENSG00000223643,BX284668.1,lincRNA,1873
ENSG00000230239_BX284668.3,ENSG00000230239,BX284668.3,unprocessed_pseudogene,3878
ENSG00000263811_MIR3675,ENSG00000263811,MIR3675,miRNA,73
ENSG00000228549_BX284668.2,ENSG00000228549,BX284668.2,lincRNA,3148
ENSG00000277234_RNU1-5P,ENSG00000277234,RNU1-5P,snRNA,144
ENSG00000238142_BX284668.5,ENSG00000238142,BX284668.5,lincRNA,1112
ENSG00000235241_BX284668.4,ENSG00000235241,BX284668.4,processed_pseudogene,508
ENSG00000207005_RNU1-2,ENSG00000207005,RNU1-2,snRNA,164
ENSG00000272426_BX284668.6,ENSG00000272426,BX284668.6,lincRNA,438
ENSG00000117122_MFAP2,ENSG00000117122,MFAP2,protein_coding,6334
ENSG00000226526_AL049569.1,ENSG00000226526,AL049569.1,antisense,26166
ENSG00000159363_ATP13A2,ENSG00000159363,ATP13A2,protein_coding,25971
ENSG00000117118_SDHB,ENSG00000117118,SDHB,protein_coding,35449
ENSG00000117115_PADI2,ENSG00000117115,PADI2,protein_coding,52675
ENSG00000204362_AL590644.1,ENSG00000204362,AL590644.1,lincRNA,7835
ENSG00000282843_AL590644.3,ENSG00000282843,AL590644.3,lincRNA,8502
ENSG00000142623_PADI1,ENSG00000142623,PADI1,protein_coding,40880
ENSG00000142619_PADI3,ENSG00000142619,PADI3,protein_coding,35136
ENSG00000266634_MIR3972,ENSG00000266634,MIR3972,miRNA,87
ENSG00000159339_PADI4,ENSG00000159339,PADI4,protein_coding,55810
ENSG00000276747_PADI6,ENSG00000276747,PADI6,protein_coding,29504
ENSG00000227751_AC004824.1,ENSG00000227751,AC004824.1,antisense,623
ENSG00000179051_RCC2,ENSG00000179051,RCC2,protein_coding,32965
ENSG00000074964_ARHGEF10L,ENSG00000074964,ARHGEF10L,protein_coding,158040
ENSG00000236648_AL136529.1,ENSG00000236648,AL136529.1,lincRNA,32292
ENSG00000117148_ACTL8,ENSG00000117148,ACTL8,protein_coding,71751
ENSG00000284653_AL357509.1,ENSG00000284653,AL357509.1,lincRNA,29901
ENSG00000261781_LINC01654,ENSG00000261781,LINC01654,lincRNA,8756
ENSG00000117154_IGSF21,ENSG00000117154,IGSF21,protein_coding,270738
ENSG00000280222_AL365209.1,ENSG00000280222,AL365209.1,TEC,6473
ENSG00000230035_IGSF21-AS1,ENSG00000230035,IGSF21-AS1,antisense,12418
ENSG00000225387_AL591896.1,ENSG00000225387,AL591896.1,lincRNA,2686
ENSG00000179023_KLHDC7A,ENSG00000179023,KLHDC7A,protein_coding,5145
ENSG00000235282_DYNLL1P3,ENSG00000235282,DYNLL1P3,processed_pseudogene,266
ENSG00000225478_AL031737.1,ENSG00000225478,AL031737.1,processed_pseudogene,223
ENSG00000009709_PAX7,ENSG00000009709,PAX7,protein_coding,117861
ENSG00000179002_TAS1R2,ENSG00000179002,TAS1R2,protein_coding,20084
ENSG00000255275_AL080251.1,ENSG00000255275,AL080251.1,protein_coding,71849
ENSG00000159423_ALDH4A1,ENSG00000159423,ALDH4A1,protein_coding,31352
ENSG00000265606_MIR4695,ENSG00000265606,MIR4695,miRNA,74
ENSG00000221662_MIR1290,ENSG00000221662,MIR1290,miRNA,78
ENSG00000169991_IFFO2,ENSG00000169991,IFFO2,protein_coding,52406
ENSG00000272084_AL137127.1,ENSG00000272084,AL137127.1,3prime_overlapping_ncRNA,3402
ENSG00000127481_UBR4,ENSG00000127481,UBR4,protein_coding,135771
ENSG00000230424_AL035413.1,ENSG00000230424,AL035413.1,antisense,30204
ENSG00000127463_EMC1,ENSG00000127463,EMC1,protein_coding,35889
ENSG00000053372_MRTO4,ENSG00000053372,MRTO4,protein_coding,8590
ENSG00000211454_AKR7L,ENSG00000211454,AKR7L,polymorphic_pseudogene,8213
ENSG00000162482_AKR7A3,ENSG00000162482,AKR7A3,protein_coding,6693
ENSG00000270728_AL035413.2,ENSG00000270728,AL035413.2,processed_pseudogene,824
ENSG00000053371_AKR7A2,ENSG00000053371,AKR7A2,protein_coding,8182
ENSG00000200403_RNU6-1099P,ENSG00000200403,RNU6-1099P,snRNA,107
ENSG00000040487_PQLC2,ENSG00000040487,PQLC2,protein_coding,16975
ENSG00000077549_CAPZB,ENSG00000077549,CAPZB,protein_coding,146764
ENSG00000240490_RN7SL277P,ENSG00000240490,RN7SL277P,misc_RNA,288
ENSG00000173436_MINOS1,ENSG00000173436,MINOS1,protein_coding,145419
ENSG00000201609_RNU4-28P,ENSG00000201609,RNU4-28P,snRNA,141
ENSG00000235185_AL031727.2,ENSG00000235185,AL031727.2,antisense,5031
ENSG00000158747_NBL1,ENSG00000158747,NBL1,protein_coding,61478
ENSG00000270136_MINOS1-NBL1,ENSG00000270136,MINOS1-NBL1,protein_coding,59861
ENSG00000226396_AL031727.1,ENSG00000226396,AL031727.1,processed_pseudogene,455
ENSG00000158748_HTR6,ENSG00000158748,HTR6,protein_coding,14276
ENSG00000162542_TMCO4,ENSG00000162542,TMCO4,protein_coding,117733
ENSG00000178828_RNF186,ENSG00000178828,RNF186,protein_coding,1250
ENSG00000235434_AL391883.1,ENSG00000235434,AL391883.1,antisense,5136
ENSG00000169914_OTUD3,ENSG00000169914,OTUD3,protein_coding,30433
ENSG00000188784_PLA2G2E,ENSG00000188784,PLA2G2E,protein_coding,3609
ENSG00000242688_RN7SL304P,ENSG00000242688,RN7SL304P,misc_RNA,301
ENSG00000188257_PLA2G2A,ENSG00000188257,PLA2G2A,protein_coding,4986
ENSG00000127472_PLA2G5,ENSG00000127472,PLA2G5,protein_coding,63012
ENSG00000117215_PLA2G2D,ENSG00000117215,PLA2G2D,protein_coding,7628
ENSG00000158786_PLA2G2F,ENSG00000158786,PLA2G2F,protein_coding,11061
ENSG00000227066_Z98257.1,ENSG00000227066,Z98257.1,lincRNA,6231
ENSG00000187980_PLA2G2C,ENSG00000187980,PLA2G2C,protein_coding,16172
ENSG00000225986_UBXN10-AS1,ENSG00000225986,UBXN10-AS1,antisense,2245
ENSG00000162543_UBXN10,ENSG00000162543,UBXN10,protein_coding,9964
ENSG00000228105_LINC01757,ENSG00000228105,LINC01757,lincRNA,1561
ENSG00000284710_Z98257.2,ENSG00000284710,Z98257.2,lincRNA,2988
ENSG00000158816_VWA5B1,ENSG00000158816,VWA5B1,protein_coding,63976
ENSG00000226664_AL020998.1,ENSG00000226664,AL020998.1,antisense,28977
ENSG00000236963_LINC01141,ENSG00000236963,LINC01141,lincRNA,70656
ENSG00000226487_AL139254.1,ENSG00000226487,AL139254.1,lincRNA,950
ENSG00000284641_AL139254.2,ENSG00000284641,AL139254.2,lincRNA,2716
ENSG00000284743_AL139254.3,ENSG00000284743,AL139254.3,lincRNA,1619
ENSG00000162545_CAMK2N1,ENSG00000162545,CAMK2N1,protein_coding,3830
